"Activity_Id","fk_User_id","fk_Pet_id","VR_loading_time","duration_activity","log_id_act",
"4880","162","249","96.5","1.9","1161",
"4882","176","45","171.7","6.6","2979",
"4883","120","161","5.2","2.3","2021",
"4885","59","84","67.5","6.2","2361",
"4887","76","177","51.2","6.7","1480",
"4888","300","43","94.6","6.7","1000",
"4889","287","135","87.9","10","658",
"4890","52","44","120.9","0.8","528",
"4892","67","343","144.8","8","960",
"4894","120","237","88.5","8.6","791",
"4900","87","281","16.8","8.1","1775",
"4901","275","272","53.8","1.6","2658",
"4902","46","41","92.2","1.6","1058",
"4903","144","312","122.1","7.5","770",
"4904","194","61","92.1","6.8","605",
"4905","211","115","64.3","8","302",
"4906","87","32","40.1","2.1","910",
"4909","261","53","149","4.1","2454",
"4910","181","161","105.3","9.8","1062",
"4911","133","25","179.5","5.5","194",
"4912","114","53","12.8","2.6","1843",
"4913","262","86","101.9","1.1","313",
"4914","256","314","49.1","3.5","1307",
"4915","77","280","49.2","9.2","711",
"4920","211","159","162.9","1.8","2611",
"4924","60","112","61.9","8","2159",
"4926","131","312","32.4","8.7","1998",
"4927","60","262","121.1","7.3","2108",
"4928","293","229","13.8","9.2","764",
"4931","218","102","88.6","0.8","2679",
"4933","193","5","63.7","0.4","2279",
"4937","224","335","169.7","5.4","2619",
"4938","56","183","125","7.6","2334",
"4939","251","107","16.1","7.2","2710",
"4942","249","198","155.7","9.6","2605",
"4943","45","300","119.7","7.1","2831",
"4946","44","88","71.4","3.1","99",
"4952","299","274","169.2","0.4","551",
"4953","113","94","23.6","1.8","2742",
"4954","192","230","123.3","8.2","1089",
"4955","172","163","43.8","3.8","1194",
"4956","58","261","35.9","7.6","454",
"4957","19","214","140.9","1.8","2346",
"4958","9","58","45.8","7.3","597",
"4962","15","145","113.8","9.6","62",
"4963","88","213","80.3","6","2153",
"4964","291","232","5.9","6.7","877",
"4965","97","140","12.9","9.8","1531",
"4967","169","105","155.9","1.6","2815",
"4971","27","115","112.1","8.6","2857",
"4974","273","308","86.8","5.7","1795",
"4979","87","21","39.1","4.1","56",
"4980","256","256","104.2","9.2","162",
"4983","60","130","80.4","2.4","1920",
"4986","183","327","27.6","7.8","152",
"4991","273","290","168.4","7.1","2428",
"4997","252","73","102.7","3.8","635",
"5000","190","108","15","2","2962",
"6003","33","5","63","2","2779",
"6004","17","255","147.4","0.4","1246",
"6005","200","325","161.3","9.5","1944",
"6006","41","199","14.5","6.7","1470",
"6007","154","298","127.3","8.6","901",
"6008","149","243","172.8","5.4","491",
"6010","181","142","29.7","1.9","1028",
"6011","58","202","83.2","7","685",
"6014","129","59","174.3","0.1","2592",
"6017","185","259","93.5","4.9","2149",
"6018","102","295","6.3","9.3","728",
"6021","157","230","143.2","2.7","2104",
"6022","208","149","135.7","3","1152",
"6023","221","171","144.6","7.2","1031",
"6025","227","308","163.5","6.8","2598",
"6026","16","133","154.5","3.3","2787",
"6027","255","250","77.1","8","2755",
"6030","174","49","162","2.6","1278",
"6034","249","105","171.1","3.4","1539",
"6037","245","169","72.4","1.9","1229",
"6038","97","344","162.7","10","448",
"6039","208","42","93.5","7","1243",
"6041","292","177","1","5.2","2827",
"6044","3","302","52.6","3.9","2817",
"6045","80","150","146.5","6","2709",
"6048","37","102","133.5","4.2","1577",
"6051","145","1","144.7","0.8","2036",
"6053","258","205","169.4","3.7","2578",
"6058","74","331","37.4","1.2","861",
"6060","268","121","69.8","7.3","2622",
"6070","175","195","23.7","6.4","2656",
"6073","23","87","96.8","6.5","400",
"6077","262","250","164.4","2.2","1575",
"6078","212","127","128.7","1.9","1584",
"6080","44","206","165.1","0.9","838",
"6081","296","131","14.5","2.3","620",
"6084","8","151","5.1","1.8","1212",
"6085","27","1","13.1","7.4","1877",
"6091","42","99","24.6","0.7","2984",
"6092","174","240","177.7","9.9","451",
"6093","158","77","136.9","8.7","918",
"6094","209","121","133.1","1.8","2649",
"6096","159","301","75.2","1.2","2201",
"6098","98","327","123","1.7","426",
"6099","45","156","159","2.6","2221",
"6102","101","114","49.5","7.3","1231",
"6103","176","124","178.5","0.9","688",
"6106","274","31","142.5","3.1","2770",
"6107","93","87","136.9","1.9","31",
"6108","157","88","50.6","8","157",
"6109","195","331","106.3","8.6","2588",
"6111","185","57","87.6","5.7","2335",
"6112","65","179","147.7","1.7","1384",
"6116","121","2","142.2","0.2","1001",
"6117","157","87","152.6","1.2","1094",
"6118","20","203","164.9","7.6","920",
"6122","32","344","141.4","3.7","2612",
"6123","43","22","138.7","9.6","1156",
"6128","230","251","162.6","5.7","1179",
"6130","146","76","174.5","9","143",
"6131","62","309","41.2","9.5","2966",
"6132","183","77","37.2","9.1","2849",
"6135","55","93","59.4","1","1545",
"6137","244","75","71.1","0.2","1685",
"6142","208","33","35.5","6.7","1565",
"6148","44","223","135.6","3.8","1441",
"6150","10","26","128.9","5.8","422",
"6152","8","86","49.4","4.6","1187",
"6154","86","196","148.6","5.4","2365",
"6156","174","198","56.3","3.8","1209",
"6159","250","47","131.7","9.2","2946",
"6160","279","203","79.4","8.6","1176",
"6161","26","323","119.6","8.8","416",
"6163","51","40","38.4","1.3","1192",
"6167","94","26","30.1","6.2","980",
"6168","294","297","172.1","9.1","1347",
"6169","292","168","126.2","3.5","1034",
"6170","196","217","19.7","8.8","2897",
"6171","15","192","121.2","3.1","1181",
"6177","97","199","47.9","5.3","1370",
"6178","242","287","75","8.8","212",
"6179","68","68","88.9","3.1","148",
"6181","10","72","66.7","8.8","1010",
"6183","248","99","37.9","9.2","738",
"6184","29","285","125.3","4.6","2183",
"6185","18","330","114.9","9.9","2573",
"6187","300","263","11.6","2.7","2253",
"6190","152","347","157.3","6.2","886",
"6192","291","224","59.9","9.9","988",
"6193","80","241","37.5","1.7","909",
"6194","190","160","148.9","6","299",
"6195","212","56","75.4","9.4","2808",
"6197","192","161","176.2","2.8","252",
"6198","138","301","113.2","4.2","2323",
"6202","76","344","8.1","8","414",
"6204","54","249","150.1","8","1978",
"6206","269","103","115.7","4.6","1950",
"6211","79","256","19.5","6.9","2932",
"6213","25","162","94.7","4.2","2659",
"6214","250","328","13.5","8.2","701",
"6215","54","194","179.1","8.1","1005",
"6216","99","247","88.9","5","2441",
"6217","3","27","28.9","3.5","1435",
"6218","59","127","176.7","4.6","2626",
"6220","237","41","115.9","4.5","2105",
"6225","91","163","93.4","9.4","1960",
"6227","120","124","119.2","6.2","2555",
"6228","24","26","54.6","3.3","546",
"6231","94","255","5.6","8.7","1660",
"6233","230","327","107.5","6.8","1973",
"6236","151","141","131.3","9","2060",
"6238","168","27","1.6","6.8","423",
"6241","250","254","96.3","8","602",
"6244","154","281","12.4","7","450",
"6246","4","104","15","5.1","1432",
"6248","180","281","43.5","6.5","410",
"6249","201","234","46.5","3.3","207",
"6253","51","10","114.7","8.5","1525",
"6254","237","120","151.6","2.4","209",
"6255","88","225","95.1","3.3","2516",
"6257","161","120","108.7","5.8","1460",
"6258","31","211","38.8","6.9","768",
"6260","209","186","13.8","4.5","2997",
"6263","12","227","53.7","8.1","185",
"6267","192","334","170.8","1.8","2173",
"6272","288","224","162.7","9.7","309",
"6273","271","112","109.8","4.9","2367",
"6275","121","134","137.7","5.6","2357",
"6277","198","72","64.6","0.6","583",
"6279","144","238","52.2","1.1","2523",
"6283","249","70","10.6","3.8","1814",
"6284","11","262","171.7","7.2","2564",
"6288","26","15","111.2","7.9","2466",
"6290","238","278","132.3","1.3","2065",
"6291","178","150","104.5","8.6","1069",
"6293","80","63","17.7","9.9","2852",
"6294","15","243","167.6","3","1047",
"6295","188","206","4.9","8.5","228",
"6296","277","343","91.9","0.7","215",
"6298","266","239","56.3","5.6","206",
"6300","121","205","176.4","2.2","1359",
"6301","188","51","153.7","8.2","465",
"6303","144","92","166","2.8","1527",
"6305","119","263","3.5","3.3","869",
"6306","149","168","153.9","1.9","447",
"6309","3","75","146.9","7.9","784",
"6310","215","55","122.4","6.8","439",
"6311","138","307","96.7","4.5","2716",
"6313","145","217","34.4","0.9","2126",
"6314","239","350","98.4","0.9","2604",
"6316","44","143","26.9","0.6","1280",
"6321","117","183","89.6","5.8","2327",
"6323","276","177","107.8","6.6","2437",
"6324","282","63","81.6","7","341",
"6329","123","127","126.9","0.9","2032",
"6333","193","191","171.5","9.8","2955",
"6334","16","237","73.9","3.4","927",
"6335","176","153","116.2","3.3","803",
"6338","50","120","129.6","3.6","2847",
"6342","70","49","116.2","8.1","1943",
"6344","142","41","83.7","2.5","1604",
"6346","203","309","26","5.2","1744",
"6349","102","259","63.6","7.6","2746",
"6350","50","175","171.8","0","1831",
"6351","80","174","99.8","5.5","2488",
"6353","41","181","77.5","2.7","130",
"6355","120","331","104","9.1","2958",
"6357","72","230","147.8","8.3","710",
"6358","135","296","71.2","3.6","2372",
"6359","13","76","31.5","4.8","326",
"6360","186","179","21.4","3.4","2206",
"6361","80","195","148","6.3","991",
"6364","188","20","171","8.5","1020",
"6370","275","51","162.9","3.3","294",
"6371","80","99","30","7.7","1842",
"6376","214","250","159.2","3.5","2551",
"6378","36","116","116.5","5.9","1553",
"6379","127","90","91.3","3.2","2553",
"6381","251","76","21.3","2.8","89",
"6382","171","294","90.6","5.2","2053",
"6383","52","270","7.8","4","2086",
"6384","125","73","42.8","7.5","2539",
"6385","61","165","172","6.6","379",
"6388","61","228","4.5","8.3","722",
"6389","116","244","104.7","3.3","1351",
"6391","144","184","151.5","3.2","1517",
"6392","140","9","79","3.8","2597",
"6394","62","338","11.2","5.8","1707",
"6395","68","260","157.4","6.4","1444",
"6396","73","13","140.4","1.9","1683",
"6398","295","254","135.4","1.4","725",
"6399","226","20","123.9","1.3","2127",
"6401","159","31","147","1.6","2200",
"6402","202","274","14","4.7","2303",
"6403","259","80","65.2","1.6","1429",
"6407","156","75","52.7","4.7","97",
"6412","13","331","132.8","0.7","2184",
"6413","295","289","93.1","9.5","298",
"6414","207","148","156.3","5.7","2203",
"6415","13","241","86.6","7.5","2281",
"6417","225","167","6.8","4.3","1691",
"6418","175","85","114.5","0.7","383",
"6419","167","260","84.5","2.1","1114",
"6422","7","63","84.4","0.2","145",
"6423","299","278","16.7","8.7","2784",
"6428","132","325","39.8","3.4","2202",
"6429","175","318","106.9","0.6","986",
"6433","195","211","22.9","5.2","373",
"6436","56","87","84","4.4","1344",
"6438","133","47","51","2.3","2242",
"6439","67","339","178.4","8.1","2508",
"6440","10","213","123.2","6.5","2968",
"6441","228","23","42.9","3.6","2663",
"6443","151","76","41.2","3.5","1225",
"6446","237","204","93","4.9","343",
"6449","62","74","129.6","7.4","1438",
"6450","261","43","41.3","8.5","2030",
"6451","169","153","72.5","3.5","2522",
"6457","155","315","26.1","8.3","1030",
"6459","162","340","113.9","3.3","697",
"6463","276","50","17.9","2.3","2385",
"6465","211","247","41.3","0.3","875",
"6472","65","10","96.8","7.7","2262",
"6473","272","176","100","2.2","2209",
"6478","130","326","173.3","9.2","940",
"6479","203","229","41.8","7.6","2049",
"6481","85","148","171.6","4.6","295",
"6482","270","48","121.9","5.7","297",
"6484","78","280","154.5","2.3","1621",
"6485","198","268","103.4","0.1","850",
"6486","141","288","174.3","8.3","2915",
"6490","67","278","63","3.6","1594",
"6497","15","81","170.8","1.8","82",
"6503","254","94","14.7","6.1","1567",
"6506","240","248","95.3","1.9","673",
"6512","21","346","107.1","4.2","2953",
"6514","89","151","154.1","8.1","2457",
"6515","183","140","75.9","0.1","672",
"6516","103","197","6.3","6.8","611",
"6518","3","345","66.8","8.2","244",
"6523","86","206","99.6","5.8","1528",
"6524","287","228","116.6","1.2","2643",
"6528","107","46","106.4","2.2","2882",
"6530","90","216","138.4","5.1","830",
"6532","159","2","29.8","1.4","715",
"6536","172","162","79.3","4.4","812",
"6537","287","319","107.3","2.2","2699",
"6538","234","55","166.3","8.2","1381",
"6539","258","275","70.5","8.2","281",
"6540","95","164","55.5","0.7","260",
"6543","57","283","12.3","8.1","2295",
"6546","25","284","135.9","5.4","1248",
"6550","158","179","117.8","7.1","2484",
"6551","49","286","17.9","9.9","2668",
"6552","139","149","177.1","9.3","368",
"6553","220","259","101.9","0.4","109",
"6555","21","105","41.7","1","2241",
"6557","188","128","15.7","7.6","1042",
"6558","98","26","151.3","6.5","2971",
"6560","252","116","111","4.2","2422",
"6563","267","217","40.1","8.9","1713",
"6564","23","52","15.7","0.4","1417",
"6567","132","305","78.5","7.9","385",
"6571","153","27","90.3","2.3","1789",
"6574","199","267","95.4","7.8","2018",
"6575","7","154","37.8","0.6","1259",
"6579","115","148","53.6","3.7","1148",
"6581","94","97","140.6","8.4","369",
"6583","41","250","76.1","8","1004",
"6585","249","216","124.8","4.6","1581",
"6586","97","63","27.4","5.2","1228",
"6591","270","166","42.1","7.4","1733",
"6595","70","134","177","5.1","2493",
"6597","29","342","87.9","0.1","2725",
"6599","1","266","86","7.1","767",
"6600","143","65","163.8","4.9","661",
"6601","154","201","2.3","4.7","955",
"6604","294","15","142","3.5","43",
"6606","297","34","89.4","6.7","1909",
"6607","251","223","76.5","3.5","2098",
"6609","297","4","144.7","5","2027",
"6611","139","61","58.4","9.3","2459",
"6617","273","294","93","9.2","864",
"6618","49","87","146.1","5.7","2690",
"6621","38","307","149.2","9.3","2584",
"6622","24","346","64.7","3.1","1669",
"6623","269","240","86.1","3.8","2711",
"6625","231","300","71","4.7","2274",
"6626","72","136","156.5","0.3","2458",
"6630","38","197","70.6","3.3","1625",
"6631","76","4","1.9","3.5","1404",
"6632","147","322","59.6","2.7","654",
"6634","8","75","26.4","3.7","1889",
"6637","286","162","83.5","0.1","2853",
"6638","176","205","55.6","2.4","267",
"6640","37","142","61.4","4.3","1021",
"6641","67","248","114.8","5.6","2757",
"6643","52","268","79.4","0","2168",
"6644","1","91","85.6","1.6","1605",
"6652","59","54","168.1","5.9","236",
"6655","175","82","59.8","6.1","2404",
"6658","91","98","51","7","2756",
"6660","208","95","3.5","8.4","1272",
"6661","212","325","135","3.3","1726",
"6666","15","178","33.7","2.1","1643",
"6668","132","78","76.4","1.4","2651",
"6669","287","34","119.5","8.2","181",
"6673","31","303","173.3","9.6","749",
"6677","33","266","112.7","0.6","505",
"6680","29","267","39.7","4.6","2606",
"6682","3","230","95.4","0.7","2769",
"6690","141","298","119.6","5.9","1899",
"6691","35","145","122.9","6.7","2215",
"6692","99","24","69.3","2.5","70",
"6693","160","216","117.8","1.6","1139",
"6694","23","40","96.6","2.2","327",
"6696","116","66","35.6","7.6","1721",
"6698","110","11","39.9","1","2724",
"6699","227","350","150.7","2.5","809",
"6703","16","262","85.5","5.5","1046",
"6704","212","8","57.2","8.5","2091",
"6706","263","28","0.3","0","2095",
"6707","6","191","73.4","3","1478",
"6710","262","36","14.4","2.7","1006",
"6712","266","159","18.7","5.6","1537",
"6714","225","307","78.6","6.8","2420",
"6718","264","149","100.2","2.9","679",
"6721","189","109","128.1","0.9","1255",
"6723","72","154","68.3","4.1","644",
"6724","5","269","53.6","0.5","69",
"6725","247","299","144.9","0","586",
"6726","229","288","113.7","2","1421",
"6729","75","349","35.6","6.4","2002",
"6731","105","278","132","7.7","675",
"6734","110","330","40","1.9","2261",
"6735","238","100","1.1","3.5","1025",
"6737","132","5","25","5.8","1043",
"6738","46","216","8.6","5.1","2399",
"6740","261","329","179.2","7.7","1897",
"6744","290","97","32.2","7.8","916",
"6751","46","164","85.7","0.6","24",
"6753","31","153","11.5","6.4","2255",
"6755","218","250","161.8","3.3","2352",
"6760","212","249","9.6","7.8","49",
"6761","287","150","56.2","6","2922",
"6763","299","98","74.2","2.8","1976",
"6764","111","305","153.1","0.3","1518",
"6765","78","108","156.8","2.5","2373",
"6767","259","138","112.1","2","1712",
"6774","65","29","32.2","8.6","2213",
"6775","66","166","108.8","8.9","2982",
"6776","96","212","151.4","9.5","1865",
"6778","278","179","114.9","1.3","2680",
"6780","7","189","10","2.8","944",
"6788","277","137","18","6.2","1167",
"6791","2","298","42.9","7","2101",
"6793","17","159","104.9","8.7","1592",
"6795","45","190","97.1","6.5","598",
"6796","110","196","104.7","9.9","729",
"6799","206","85","156","7.4","1810",
"6800","56","341","133.2","8.8","1735",
"6801","207","348","131.1","6.7","2322",
"6807","13","327","45","6.5","241",
"6809","27","214","151.2","1.2","2497",
"6810","262","239","8.5","0.4","1770",
"6811","72","90","98.4","3.6","1348",
"6812","46","319","113.5","2.3","384",
"6820","156","231","95.9","2.2","2129",
"6826","288","180","32.7","9.2","133",
"6827","190","134","126.1","3.8","1759",
"6828","232","18","32","5.4","473",
"6830","292","280","113.7","8","1132",
"6832","145","257","99.7","8.1","258",
"6840","16","6","69.8","9.8","2535",
"6842","152","272","73.2","1.4","1303",
"6843","208","262","55","3.9","2506",
"6844","129","193","26","8.8","585",
"6851","85","16","18.8","4.2","2371",
"6853","190","241","1.7","7.6","470",
"6856","179","290","144.9","4.9","1269",
"6858","242","192","39.2","6","1821",
"6859","286","40","123.7","5.5","28",
"6863","149","176","169.6","8.4","1993",
"6865","119","225","105.9","5.7","2713",
"6869","280","163","66.7","0.4","1652",
"6876","68","277","167.3","9.2","2585",
"6877","87","17","138.8","3.7","429",
"6880","163","239","73","2.4","1024",
"6882","200","331","142.1","5.9","2194",
"6883","196","6","17","5","2164",
"6886","286","316","24.7","8.4","58",
"6889","12","339","153.9","2.2","1719",
"6890","247","186","20.6","0.8","283",
"6891","259","163","4.7","4.4","496",
"6897","190","121","37.8","3.5","2316",
"6900","182","8","129.6","2.1","832",
"6903","126","238","37.9","1.7","945",
"6904","39","316","148.8","0","1945",
"6907","291","121","8.7","7.9","2624",
"6914","97","213","145.9","6.2","344",
"6915","119","256","68.9","8.1","433",
"6917","129","284","55.4","9.9","1293",
"6923","300","91","81.3","0.6","1496",
"6927","290","290","113.9","6.1","2848",
"6930","247","165","68","2.4","1963",
"6933","16","338","119.5","6.1","1055",
"6934","99","292","15.8","3.9","972",
"6938","249","336","56","7.3","1325",
"6944","296","282","65","9.6","1035",
"6945","201","106","106.5","3.2","2369",
"6947","168","213","162.3","4.2","1617",
"6950","170","326","53.4","9.7","677",
"6952","147","240","128.8","3.3","959",
"6953","119","62","53.5","5.1","2344",
"6955","240","220","174.9","5.8","2444",
"6956","279","85","137.9","7.7","1680",
"6958","209","307","8.4","1.2","1116",
"6959","281","259","145.8","5.5","2957",
"6960","222","290","152.5","1.8","370",
"6965","193","191","72.6","9.4","330",
"6969","253","17","2.4","0.9","176",
"6970","262","270","42.9","0.3","2106",
"6977","74","153","162.5","6.8","2225",
"6984","271","96","44.4","5.8","12",
"6987","283","70","165.5","0","1191",
"6988","113","289","8.3","8.8","2046",
"6990","277","219","22.1","1.7","571",
"6992","137","3","16.7","8.1","957",
"6994","83","348","84.7","5.2","1434",
"6998","37","12","28.1","4.4","2543",
"8001","245","147","95.9","0.9","1494",
"8003","12","181","115.2","8.3","2226",
"8007","62","188","157.8","7.1","2864",
"8009","17","164","92.8","1.2","1271",
"8010","160","39","178.3","6.3","2693",
"8012","265","61","24.5","9.7","2090",
"8014","66","50","90.9","4.3","106",
"8017","277","268","108.8","0.6","2858",
"8020","69","302","108.9","8.8","2054",
"8021","182","89","79","8","2220",
"8025","270","262","164.6","4.1","2545",
"8029","102","148","29.1","8.8","2530",
"8030","271","148","86.4","0.9","1383",
"8031","175","163","85.3","7.7","2211",
"8036","126","228","38.8","7.7","67",
"8044","186","50","27","4.5","1956",
"8046","249","162","56.8","2.8","1428",
"8047","1","304","96.7","2.3","1547",
"8051","262","50","122.8","6.7","1185",
"8055","61","124","61.3","8.2","301",
"8057","87","128","100.8","5.2","2426",
"8059","248","207","139.2","6.7","1816",
"8064","73","265","117.3","6.9","1377",
"8065","84","82","17.7","9.9","1603",
"8067","295","36","91.3","0.5","2520",
"8069","2","101","136.6","6.3","1590",
"8071","15","254","94.6","9.5","541",
"8073","108","86","35.7","5.9","2916",
"8074","136","53","58.6","2.2","363",
"8078","287","42","120.6","3.4","1416",
"8081","227","287","53.1","2.5","2116",
"8084","228","102","99.9","2.7","431",
"8085","299","322","35.9","2.8","205",
"8086","83","182","151.5","9.4","1452",
"8094","122","259","63.1","3","2039",
"8095","212","115","165.5","4.7","305",
"8100","63","267","168.7","6.4","1883",
"8101","1","183","116.9","8.3","1175",
"8106","43","308","8.7","4.5","508",
"8111","86","269","69.2","1","1092",
"8113","257","244","86.1","0.1","1411",
"8120","83","252","48","6.2","2306",
"8121","247","172","41.3","8.6","1018",
"8127","209","125","64","1.2","756",
"8133","42","179","171.2","3.1","1628",
"8138","213","146","154","5.8","1493",
"8139","158","65","38.1","2.1","1465",
"8145","206","99","94.9","5.2","2963",
"8147","105","345","171.3","4.1","2258",
"8148","73","31","71.1","5.4","591",
"8153","171","276","162.9","6.9","2504",
"8154","299","111","171.9","1.2","1067",
"8155","269","157","106.6","9","1339",
"8158","160","229","142.8","9.3","329",
"8159","233","162","26.7","8.5","1689",
"8165","220","259","75.2","8.6","2705",
"8168","158","76","165.6","9.5","563",
"8170","97","256","146.7","7.8","1080",
"8171","76","47","14.7","2.9","425",
"8174","6","196","178.1","9.9","2026",
"8175","218","119","126","9","2799",
"8179","195","189","111.2","0.4","2109",
"8181","12","69","46.5","2.6","1543",
"8182","6","65","62","6.2","1693",
"8185","254","348","76","3.3","364",
"8187","236","248","85.5","5.4","2052",
"8188","261","181","6","9.2","800",
"8196","74","319","77","5.2","173",
"8200","219","313","24.2","3.7","1391",
"8201","137","170","110.6","6.5","1101",
"8203","299","296","40.2","1.3","1990",
"8207","56","300","6.8","5","2666",
"8211","258","150","12.2","7.6","1455",
"8214","172","82","58.1","0.3","2147",
"8219","88","179","172.7","5","2919",
"8221","204","119","71.7","8.2","1586",
"8223","22","169","46.1","7.3","2887",
"8225","7","129","44.3","5.9","2389",
"8226","90","19","47.7","8.2","2328",
"8229","230","249","48.5","1","2728",
"8231","146","45","123.3","4","925",
"8234","21","316","16.4","2.5","174",
"8236","177","97","72","6.5","2640",
"8237","116","313","176.8","7.3","747",
"8238","80","40","50.9","8.8","1859",
"8243","201","244","19","7","395",
"8245","72","125","116.1","4.1","1805",
"8246","261","86","26.4","4.8","535",
"8247","291","294","132.6","5","753",
"8249","212","90","160.1","3.5","815",
"8250","175","177","136.3","1.4","2238",
"8251","187","133","26.3","7.2","2918",
"8255","32","319","33.1","1.1","2961",
"8256","263","220","154.9","8.3","1674",
"8258","272","123","166.1","9.9","1959",
"8262","54","321","75.4","8.5","2480",
"8264","273","168","68.6","9.2","2014",
"8265","34","245","151.4","0.7","523",
"8275","81","244","179.7","5.5","2474",
"8277","188","257","82.4","0.4","680",
"8281","242","155","50.7","0.1","2653",
"8282","115","8","172.2","2.9","1443",
"8286","138","120","66.4","0.3","614",
"8291","86","221","140.1","5.9","151",
"8294","4","217","147.2","6.6","1066",
"8302","139","54","68.7","1.2","1801",
"8306","273","7","133.3","6.8","1178",
"8307","288","238","169.9","1.7","2152",
"8309","86","244","13.4","0.9","619",
"8312","26","106","72.7","1.5","392",
"8316","241","23","48.1","9.6","1247",
"8317","190","197","39.2","9.6","533",
"8319","92","56","4.5","8.5","2216",
"8323","229","246","49.1","6.9","2989",
"8325","150","236","71.9","9.4","1382",
"8326","230","197","104.2","4.5","1431",
"8327","6","138","67.9","4.1","730",
"8328","52","350","34.8","5.3","964",
"8334","140","38","174.5","7.1","682",
"8342","278","232","133.7","3.3","1673",
"8349","75","72","90.4","5.8","929",
"8350","3","57","83.7","4","2403",
"8361","20","279","39.9","5.9","1632",
"8365","227","171","154.4","8.5","2910",
"8366","159","348","30.4","6.3","2304",
"8367","122","229","60.6","0.2","819",
"8368","202","48","143","9.1","9",
"8370","83","296","138.8","0.7","2766",
"8373","18","315","149.1","6.5","1481",
"8378","181","263","66.8","6.8","1992",
"8380","195","297","56.6","0.4","303",
"8384","205","85","170.4","4.4","1702",
"8387","39","221","98.4","3.6","1491",
"8388","3","333","7.3","6.6","995",
"8390","181","120","97.3","3.4","1955",
"8394","198","56","57.4","4.2","2089",
"8396","30","282","3.2","2.5","631",
"8398","215","112","78.7","9.6","1088",
"8405","72","231","54.6","3.6","655",
"8406","15","168","42.8","0.3","1848",
"8408","220","122","162.1","0.4","16",
"8410","54","329","55.6","4.1","1468",
"8411","159","139","4","4.5","2191",
"8413","147","11","159.2","6.2","1014",
"8414","162","295","43.6","6.5","982",
"8416","168","139","62.4","0.5","2475",
"8417","42","183","55.3","2","2550",
"8418","214","267","28.1","7.6","315",
"8422","86","274","158.1","9.3","514",
"8423","106","206","89.3","8.8","1579",
"8427","33","233","175.9","2.7","616",
"8429","17","63","101.9","4.6","847",
"8431","119","231","40","5.4","2767",
"8436","166","64","59.4","8.5","841",
"8438","123","134","148.1","8.5","1237",
"8439","225","196","150.9","5.4","464",
"8442","71","340","125.6","7.3","2988",
"8443","165","283","147.2","8.6","2064",
"8446","21","42","86","7.4","1736",
"8449","178","230","7.2","0","2427",
"8450","45","130","69.2","6.1","985",
"8451","179","158","0.8","3.1","456",
"8456","121","119","22","9.6","432",
"8458","16","293","52","9.7","930",
"8464","262","22","2.9","9.7","1456",
"8467","170","324","128.2","5.8","636",
"8469","291","233","148.2","0.8","1910",
"8471","39","174","27.3","2.2","1894",
"8473","261","99","47","5","1397",
"8481","140","113","43","9.9","921",
"8483","215","138","134.5","4","2701",
"8484","33","244","127.7","8.1","2809",
"8492","102","113","39.3","8.6","2453",
"8493","189","111","73.1","7.2","1446",
"8495","26","44","91.9","2.1","2467",
"8499","103","228","132","7.2","72",
"8507","78","58","115.6","8.8","2009",
"8515","6","310","53.9","7.5","732",
"8517","136","126","94.5","9.5","2582",
"8520","159","131","145.6","2.3","1245",
"8527","103","40","110","1.1","2287",
"8529","211","29","104","1.8","2657",
"8532","173","177","177.8","7.5","1060",
"8534","105","130","7.3","3.7","851",
"8535","188","7","56.7","0.4","1354",
"8536","9","110","39.6","2.4","855",
"8540","270","75","32.7","8.1","1538",
"8544","275","290","132.6","5.1","2305",
"8545","249","200","106.5","1.8","816",
"8546","7","303","169.1","8.5","2429",
"8547","285","318","81.4","4.6","752",
"8550","235","7","63.6","9.9","102",
"8553","68","201","49.4","2.1","1661",
"8554","121","194","0.4","9.3","857",
"8561","287","66","157.5","0.2","1099",
"8564","77","223","152.2","8.6","1708",
"8566","123","232","89.6","1.8","1958",
"8569","16","279","163.4","7.7","739",
"8570","221","201","26.1","8.8","1153",
"8574","43","107","174.6","0.5","2269",
"8577","170","57","69.1","9","2074",
"8580","32","141","148.8","0.8","1839",
"8581","107","243","69","4.8","2990",
"8586","203","268","14.3","1.1","261",
"8589","93","90","63.9","0.6","748",
"8604","273","122","112.8","7.2","1906",
"8608","252","175","64","4.9","2632",
"8616","117","337","143.4","1.7","2859",
"8621","10","346","110.6","2.6","705",
"8625","219","252","129.1","4.7","1026",
"8627","247","50","46.5","4.1","68",
"8630","255","12","108.3","5.3","2840",
"8632","125","91","23.7","6.9","2951",
"8633","40","273","46.5","9","506",
"8636","118","253","178.5","7.2","2567",
"8638","205","112","47.9","1.2","543",
"8639","97","143","169.7","0.3","2981",
"8644","215","3","120.4","8","5",
"8646","273","185","111.7","4.4","2435",
"8657","228","203","90.7","7.1","87",
"8661","74","317","35.4","6.6","1134",
"8662","213","147","21.5","4.6","2886",
"8665","260","244","148","4.9","2111",
"8672","240","56","98.9","6.9","1281",
"8679","280","186","67.8","0.6","277",
"8681","60","143","160.9","3","2528",
"8683","177","322","108.1","2.1","2023",
"8685","78","30","130.5","8.1","1308",
"8689","140","306","24.9","5.9","1881",
"8691","21","219","169.3","8.4","1556",
"8692","13","342","163.2","5.9","2616",
"8703","68","39","147.9","8.5","914",
"8706","297","14","153.1","9.3","1878",
"8709","160","97","132.9","6.9","79",
"8713","53","100","133.3","9","2297",
